OBJECTID,DATASET_EN,DATASET_TC,ADDRESS_EN,ADDRESS_TC,SEARCH01_EN,SEARCH01_TC,SEARCH02_EN,SEARCH02_TC,NSEARCH01_EN,NSEARCH01_TC,NSEARCH02_EN,NSEARCH02_TC,NSEARCH03_EN,NSEARCH03_TC,NSEARCH04_EN,NSEARCH04_TC,NSEARCH05_EN,NSEARCH05_TC,NSEARCH06_EN,NSEARCH06_TC,NSEARCH07_EN,NSEARCH07_TC,NSEARCH08_EN,NSEARCH08_TC,NSEARCH09_EN,NSEARCH09_TC,NSEARCH10_EN,NSEARCH10_TC,NORTHING,EASTING,LATITUDE,LONGITUDE,LASTUPDATE,GeometryEasting,GeometryNorthing
19,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"28 Ming Fung Street, Kowloon 2.8.1/(19)",九龍 鳴鳳街 28 號 2.8.1/(19),2025,2025,KOWLOON & NEW TERRITORIES,九龍及新界,KN10/2025/OP,KN10/2025/OP,21/03/2025,21/03/2025,Apartment/Commercial with residents' recreational facilities,寓所／商業處所連住客康樂設施,Composite,綜合用途,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/KN2025010GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/KN2025010GFACe.pdf,Not applicable,不適用,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/KN2025010EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/KN2025010EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),暫定評估級別: 不予評級<br/>(截至佔用許可證簽發日),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/KN2025010RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/KN2025010RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/KN2025010OTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/KN2025010OTTV.pdf,822804.7000000001,838297.9,22.34433,114.19658,2026-04-23T09:46:28,838297.9000000004,822804.6999999993
20,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"1 Chung Hau Street, Kowloon 2.3.6/(15)",九龍 忠孝街 1 號 2.3.6/(15),2025,2025,KOWLOON & NEW TERRITORIES,九龍及新界,PR2/2025/OP,PR2/2025/OP,18/02/2025,18/02/2025,"Apartment with residents' recreational facilities, Clubhouse, Apartment with residents' recreational facilities, Lift shaft, Covered walkway, Portal",寓所連住客康樂設施<br/>會所<br/>寓所連住客康樂設施<br/>升降機機槽<br/>有蓋行人道<br/>入口,Domestic,住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/PR2025002GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/PR2025002GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/PR2025002GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/PR2025002GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/PR2025002EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/PR2025002EN.pdf,Provisional Assessment Rating: Gold (as at OP),暫定評估級別: 金<br/>(截至佔用許可證簽發日),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/PR2025002RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/PR2025002RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/PR2025002OTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/PR2025002OTTV.pdf,819096.32279334,836934.11630338,22.31084158,114.18333926,2026-04-23T09:44:17,836934.1162999999,819096.3227999993
21,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"72 Pak Wo Road, New Territories 6.2.8/(8)","72 Pak Wo Road, New Territories 6.2.8/(8)",2025,2025,KOWLOON & NEW TERRITORIES,九龍及新界,NT38/2025/OP,NT38/2025/OP,14/07/2025,14/07/2025,"Subsidized sale flat, elderly flats under the senior citizen residences scheme, public rental housing, residential care home for elderly and commercial with residents' recreational facilities (phase 1 and phase 2)",,Composite,綜合用途,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/NT2025038GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/NT2025038GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/NT2025038GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/NT2025038GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/NT2025038EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/NT2025038EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),暫定評估級別: 不予評級<br/>(截至佔用許可證簽發日),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/NT2025038RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/NT2025038RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/NT2025038OTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/NT2025038OTTV.pdf,838870.7000000001,832389.1,22.48941,114.13918,2026-04-23T09:43:01,832389.0999999996,838870.6999999993
22,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"Kai Tak Area 4C Site 3, Kowloon N.K.I.L. 6551 2.8.6/(11)","Kai Tak Area 4C Site 3, Kowloon N.K.I.L. 6551 2.8.6/(11)",2025,2025,KOWLOON & NEW TERRITORIES,九龍及新界,KN34/2025/OP,KN34/2025/OP,17/07/2025,17/07/2025,Apartment/Commercial with residents' recreational facilities Pedestrian walkway & footbridge link,,Composite,綜合用途,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/KN2025034GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/KN2025034GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/KN2025034GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/KN2025034GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/KN2025034EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/KN2025034EN.pdf,Provisional Assessment Rating: Gold (as at OP),暫定評估級別: 金<br/>(截至佔用許可證簽發日),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/KN2025034RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/KN2025034RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/KN2025034OTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2025/KN2025034OTTV.pdf,819173.83688883,839402.99330691,22.31153885,114.2073008,2026-04-23T09:42:11,839402.9933000002,819173.8368999995
23,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"189 Castle Peak Road, Chau Tau, New Territories 5.4.5/(6)",新界 青山公路-洲頭段 189 號 5.4.5/(6),2024,2024,KOWLOON & NEW TERRITORIES,九龍及新界,NT1/2024/OP,NT1/2024/OP,12/01/2024,12/01/2024,Electricity substation,變電站,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/NT2024001GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/NT2024001GFACe.pdf,Not applicable,不適用,Not applicable,不適用,Not applicable,不適用,Not applicable,不適用,Not applicable,不適用,840513.5,828021.7000000001,22.50423,114.09673,2024-10-23T16:05:58,828021.7000000002,840513.5
24,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"100 Bedford Road, Kowloon 2.2.1/(24)",九龍 必發道 100 號 2.2.1/(24),2024,2024,KOWLOON & NEW TERRITORIES,九龍及新界,KN9/2024/OP,KN9/2024/OP,08/03/2024,08/03/2024,Commercial,商業處所,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/KN2024009GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/KN2024009GFACe.pdf,Not applicable,不適用,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/KN2024009EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/KN2024009EN.pdf,Provisional Assessment Rating: Gold (as at OP),暫定評估級別: 金<br/> (截至佔用許可證簽發日),Not applicable,不適用,Not applicable,不適用,820526.9,834850.9,22.32376,114.16311999999999,2024-10-23T16:05:24,834850.9000000004,820526.9000000004
25,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"15 Kennedy Road, Hong Kong 1.3.1/(56), 1.3.1/(73) & 1.4.0/(1)",香港 堅尼地道 15 號 1.3.1/(56)、1.3.1/(73) 及 1.4.0/(1),2024,2024,HONG KONG ISLAND,香港島,HK17/2024/OP,HK17/2024/OP,28/03/2024,28/03/2024,Hotel/Commercial,酒店／商業處所,Composite,綜合用途,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024017GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024017GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024017GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024017GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024017EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024017EN.pdf,Provisional Assessment Rating : Bronze (as at OP),暫定評估級別: 銅<br/> (截至佔用許可證簽發日),Not applicable,不適用,Not applicable,不適用,815116.3,835645.1,22.274900000000002,114.17083,2024-10-23T16:04:57,835645.0999999996,815116.3000000007
26,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"6 Broadwood Road, Hong Kong 1.4.4/(66)",香港 樂活道 6 號 1.4.4/(66),2024,2024,HONG KONG ISLAND,香港島,HK16/2024/OP,HK16/2024/OP,26/03/2024,26/03/2024,"Extension of  entrance hall, gymnasium and club house function room",入口大堂的擴建部分、<br/>健身室及會所活動室,Domestic,住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024016GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024016GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024016GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024016GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024016EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024016EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),暫定評估級別: 不予評級<br/> (截至佔用許可證簽發日),Not applicable,不適用,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024016OTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024016OTTV.pdf,814959.1,837227.1,22.27348,114.18618000000001,2024-10-23T16:04:24,837227.0999999996,814959.0999999996
27,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"39 South Bay Road, Hong Kong 1.9.2/(15)",香港 南灣道 39 號 1.9.2/(15),2024,2024,HONG KONG ISLAND,香港島,HK14/2024/OP,HK14/2024/OP,14/03/2024,14/03/2024,Apartment with residents' recreational facilities,寓所連<br/>住客康樂設施,Domestic,住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024014GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024014GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024014GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024014GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024014EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024014EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),暫定評估級別: 不予評級<br/> (截至佔用許可證簽發日),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024014RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024014RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024014OTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024014OTTV.pdf,810316.2000000001,838528.4,22.23155,114.1988,2024-10-23T16:04:05,838528.4000000004,810316.1999999993
28,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"11 Matheson Street, Hong Kong",香港 勿地臣街 11 號,2024,2024,HONG KONG ISLAND,香港島,HK6/2024/OP,HK6/2024/OP,08/02/2024,08/02/2024,Commercial,商業處所,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024006GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024006GFACe.pdf,Not applicable,不適用,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024006EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024006EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),暫定評估級別: 不予評級<br/> (截至佔用許可證簽發日),Not applicable,不適用,Not applicable,不適用,815435.2000000001,836845.7000000001,22.27778,114.18248,2024-10-23T15:59:16,836845.7000000002,815435.1999999993
29,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"50 Queen's Road East, Hong Kong 1.3.1/(20)",香港 皇后大道東 50 號 1.3.1/(20),2024,2024,HONG KONG ISLAND,香港島,HK10/2024/OP,HK10/2024/OP,19/02/2024,19/02/2024,Commercial,商業處所,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024010GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024010GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024010GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024010GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024010EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2024/HK2024010EN.pdf,Provisional Assessment Rating: Platinum (as at OP),暫定評估級別: 鉑金<br/> (截至佔用許可證簽發日),Not applicable,不適用,Not applicable,不適用,815362.2000000001,835460.6,22.27712,114.16904,2024-10-23T15:58:38,835460.5999999996,815362.1999999993
30,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"Yen Chow Street West, Kowloon GLA-TNK 1284 2.5.5/(7) & 2.5.5/(11)",九龍 欽州街 1A 號 2.5.5/(7) 及 2.5.5/(11),2022,2022,KOWLOON & NEW TERRITORIES,九龍及新界,KN 6/2022(OP),KN 6/2022(OP),KN 6/2022(OP),KN 6/2022(OP),Transitional housing F.S. pump room,過渡性房屋 消防泵房,Domestic,住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022006GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022006GFACe.pdf,Not applicable,不適用,Not applicable,不適用,Not applicable,不適用,Not applicable,不適用,Not applicable,不適用,821021.6,834207.3,22.32822731,114.15687209,2024-02-28T11:23:23,834207.2999999998,821021.5999999996
31,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"31 Argyle Street, Kowloon",九龍亞皆老街 31 號,2018,2018,KOWLOON,九龍,KN32/2018(OP),KN32/2018(OP),KN32/2018(OP),KN32/2018(OP),Apartment/Commercial,寓所／商業處所,Composite,綜合用途,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018032GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018032GFACe.pdf,Not Applicable,不適用,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018032EN.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018032EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),暫定評估級別: 不予評級(截至佔用許可證簽發日),Not Applicable,不適用,Not Applicable,不適用,820032.1,835328.9,22.31929193,114.16775922,2024-02-28T11:23:23,835328.9000000004,820032.0999999996
32,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,私人發展項目總樓面面積寬免概況及相關資料,"28 Tong Yin Street, Tseung Kwan O, New Territories",新界將軍澳 唐賢街 28 號,2018,2018,NEW TERRITORIES,新界,NT47/2018(OP),NT47/2018(OP),NT47/2018(OP),NT47/2018(OP),School,學校,Non-domestic,非住宅,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018047GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018047GFACe.pdf,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,Not Applicable,不適用,818368.2000000001,844580,22.30424645,114.25754208,2024-02-28T11:23:23,844580,818368.1999999993
