,OBJECTID,DATASET_EN,ADDRESS_EN,SEARCH01_EN,SEARCH02_EN,NSEARCH01_EN,NSEARCH02_EN,NSEARCH03_EN,NSEARCH04_EN,NSEARCH05_EN,NSEARCH06_EN,NSEARCH07_EN,NSEARCH08_EN,NSEARCH09_EN,NSEARCH10_EN,NORTHING,EASTING,LATITUDE,LONGITUDE,LASTUPDATE,GeometryEasting,GeometryNorthing,max_item
568,569,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Hong Kong International Airport, Chek Lap Kok, Lantau Island, New Territories C.L.K.L. 1 R.P. and the Ext. thereto",2020,NEW TERRITORIES,NT92/2020(OP),NT92/2020(OP),ShelterPlant room,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020092GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,819080.1,811416.1,22.31051602,113.93567813,2024-02-28T11:23:23,811416.0999999996,819080.0999999996,
569,570,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Zone D, Academic Building, Phase II, HKUST, University Road, Clear Water Bay, New Territories",2019,NEW TERRITORIES,NTS3/2019(OP),NTS3/2019(OP),Cafe,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NTS2019003GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,821906.6,845258.4,22.33619688,114.26414499,2024-02-28T11:23:23,845258.4000000004,821906.5999999996,
570,571,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"3 Marble Road, Hong Kong",2020,HONG KONG ISLAND,HK53/2020(OP),HK53/2020(OP),Apartment/Commercialwith residents'recreational facilities,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020053GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020053EN.pdf,Provisional Assessment Rating: Silver (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020053RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020053OTTV.pdf,816996.6,838636.5,22.29187873,114.19985814,2024-02-28T11:23:23,838636.5,816996.5999999996,
571,572,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"77 Chun Choi Street, Tseung Kwan O Industrial Estate, New Territories",2020,NEW TERRITORIES,NTS11/2020(OP),NTS11/2020(OP),Variety studio blockextension,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NTS2020011GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,815805.9,846261.0,22.28109807,114.27383982,2024-02-28T11:23:23,846261.0,815805.9000000004,
572,573,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"23 Po Shan Road, Hong Kong 1.4.1/(17)",2022,HONG KONG ISLAND,HK35/2022/OP,HK35/2022/OP,Apartment,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022035GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022035GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022035EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022035RTTV.pdf,Not applicable,815758.1,832775.4,22.28069228,114.14298446,2024-02-28T11:23:23,832775.4000000004,815758.0999999996,True
573,574,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"88 Tuen Mun Heung Sze Wui Road, Tuen Mun, New Territories",2018,NEW TERRITORIES,NT28/2018(OP),NT28/2018(OP),Apartment/Commercial,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018028GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,828665.5,815483.6,22.39713147,113.97503005,2024-02-28T11:23:23,815483.5999999996,828665.5,
574,575,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"71 Main Street, Ap Lei Chau, Hong Kong 1.7.4/(26)",2022,HONG KONG ISLAND,HK46/2022/OP,HK46/2022/OP,Apartment/Commercial with residents' recreational facilities,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022046GFACe.pdf,Not applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022046EN.pdf,Provisional Assessment Rating: Silver (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022046RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022046OTTV.pdf,811688.2000000001,834085.0,22.24394048,114.15569801,2024-02-28T11:23:23,834085.0,811688.1999999993,True
575,576,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"8 Hing Hon Road, Hong Kong",2019,HONG KONG ISLAND,HK38/2019(OP),HK38/2019(OP),Apartment,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019038GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019038EN.pdf,Provisional Assessment Rating: Silver (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019038RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019038OTTV.pdf,816176.3,832395.1,22.28446831,114.13929338,2024-02-28T11:23:23,832395.0999999996,816176.3000000007,
576,577,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Area 56A, Kau To, Sha Tin, New Territories",2018,NEW TERRITORIES,NT78/2018(OP),NT78/2018(OP),Residence,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018078GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018078GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018078EN.pdf,Unclassified,Not Applicable,Not Applicable,830248.8,838712.8,22.41155352,114.20061956,2024-02-28T11:23:23,838712.7999999998,830248.8000000007,
577,578,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,103-105 Tung Chau Street Kowloon,2019,KOWLOON,KN49/2019(OP),KN49/2019(OP),Hotel,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019049GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019049EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),Not Applicable,Not Applicable,820560.6,834845.1,22.32406449,114.16306329,2024-02-28T11:23:23,834845.0999999996,820560.5999999996,
578,579,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"2 Beacon Hill Road, Kowloon",2018,KOWLOON,KN41/2018(OP),KN41/2018(OP),Residence,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018041GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,822436.2000000001,835979.8,22.34100261,114.17407662,2024-02-28T11:23:23,835979.7999999998,822436.1999999993,
579,580,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"208 Johnston Road, Hong Kong",2020,HONG KONG ISLAND,HK47/2020(OP),HK47/2020(OP),Commercial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020047GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,815382.1,836196.9,22.27730016,114.17618487,2024-02-28T11:23:23,836196.9000000004,815382.0999999996,
580,581,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"18 Lung Ha Wan Road, Sai Kung, New Territories",2018,NEW TERRITORIES,NT38/2018(OP),NT38/2018(OP),Monastery,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018038GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,817783.2000000001,848387.2000000001,22.2989408,114.29448614,2024-02-28T11:23:23,848387.2000000002,817783.1999999993,
581,582,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"145 Waterloo Road & 2 York Road, Kowloon",2018,KOWLOON,KN35/2018(OP),KN35/2018(OP),Residence,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018035GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,821673.0,836441.2000000001,22.33411115,114.17855537,2024-02-28T11:23:23,836441.2000000002,821673.0,
582,583,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"6 Lai Ying Street Cheung Sha Wan, Kowloon 2.6.9/(3)",2022,KOWLOON & NEW TERRITORIES,KN62/2022/OP,KN62/2022/OP,Apartment with residents’ recreational facilities (phase 1),Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022062GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022062GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022062EN.pdf,Not applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022062RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022062OTTV.pdf,820883.6,833391.9,22.32698018,114.14895719,2024-02-28T11:23:23,833391.9000000004,820883.5999999996,True
583,584,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Ground Floor, Aircraft Base Maintenance Facility (Phase 1), Hong Kong International Airport, Chek Lap Kok, Lantau Island, New Territories",2018,NEW TERRITORIES,NT66/2018(OP),NT66/2018(OP),Metal shelter,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2018066GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,818320.5,807815.8,22.30360079,113.90075028,2024-02-28T11:23:23,807815.7999999998,818320.5,
584,585,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"8 Muk Tai Street, Kolwoon 2.8.6/(2)",2022,KOWLOON & NEW TERRITORIES,KN 9/2022(OP),KN 9/2022(OP),Apartment with residents' recreational facilities Apartment RRF,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022009GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022009GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022009EN.pdf,Provisional Assessment Rating: Gold (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022009RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2022009OTTV.pdf,820760.5,838588.0,22.32586924,114.19939291,2024-02-28T11:23:23,838588.0,820760.5,True
585,586,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"160 Queen's Road West, Hong Kong 1.1.3/(9)",2022,HONG KONG ISLAND,HK41/2022/OP,HK41/2022/OP,Apartment/Commercial with residents' recreational facilities,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022041GFACe.pdf,Not applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022041EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022041RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022041OTTV.pdf,816426.8,832987.8,22.28673162,114.14504434,2024-02-28T11:23:23,832987.7999999998,816426.8000000007,True
586,587,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"101 Yip Wong Road, Tuen Mun, New Territories",2020,NEW TERRITORIES,NT2/2020(OP),NT2/2020(OP),Apartment/Commercial,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020002GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020002EN.pdf,Provisional Assessment Rating: Bronze (as at OP),Not Applicable,Not Applicable,827476.9,814848.3,22.38638947,113.9688765,2024-02-28T11:23:23,814848.2999999998,827476.9000000004,
587,588,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"36 Wong Chuk Hang Road, Hong Kong 1.7.5/(6)",2022,HONG KONG ISLAND,HK57/2022/OP,HK57/2022/OP,Commercial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022057GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022057GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022057EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),Not applicable,Not applicable,812138.6,834956.3,22.24800847,114.16414992,2024-02-28T11:23:23,834956.2999999998,812138.5999999996,True
588,589,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"181 Connaught Road West, Hong Kong",2019,HONG KONG ISLAND,HK14/2019(OP),HK14/2019(OP),Hotel,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019014GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,816498.0,832133.9,22.28737227,114.13675829,2024-02-28T11:23:23,832133.9000000004,816498.0,
589,590,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"Tseng Choi Street, Area 4, Tuen Mun, New Territories",2019,NEW TERRITORIES,NT19/2019(OP),NT19/2019(OP),Apartment/Commercial,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019019GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019019GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019019EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),Not Applicable,Not Applicable,829459.6,815856.0,22.40430669,113.97863637,2024-02-28T11:23:23,815856.0,829459.5999999996,False
590,591,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"189-193 Pei Ho Street, Kowloon",2018,KOWLOON,KN51/2018(OP),KN51/2018(OP),Hotel,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018051GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2018051EN.pdf,Unclassified,Not Applicable,Not Applicable,821457.1,834948.7000000001,22.33216101,114.16406825,2024-02-28T11:23:23,834948.7000000002,821457.0999999996,
591,592,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"99A Tai Tong Road, Yuen Long, New Territories",2020,NEW TERRITORIES,NT40/2020(OP),NT40/2020(OP),Apartment with residents'recreational facilitiesGuard roomPlant room,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020040GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020040EN.pdf,Provisional Assessment Rating: Bronze (as at OP),Not Applicable,Not Applicable,833005.1,821277.6,22.43638019,114.0312565,2024-02-28T11:23:23,821277.5999999996,833005.0999999996,
592,593,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"179 Prince Edward Road West, Kowloon",2019,KOWLOON,HK31/2019(OP),HK31/2019(OP),Hotel,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019031GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,820562.3,835596.6,22.32408017,114.1703571,2024-02-28T11:23:23,835596.5999999996,820562.3000000007,
593,594,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"18A, 18B, 18C & 18D Cape Road, Hong Kong",2021,HONG KONG ISLAND,HK14/2021(OP),HK14/2021(OP),Single family house with residents' recreational facilities,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2021014GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,808665.4,839187.1,22.21664143,114.20518655,2024-02-28T11:23:23,839187.0999999996,808665.4000000004,
594,595,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"18-22 Tak Fung Street, Kowloon",2019,KOWLOON,KN3/2019(OP),KN3/2019(OP),Hotel extension,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2019003GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,818221.3,837826.5,22.30293913,114.19199904,2024-02-28T11:23:23,837826.5,818221.3000000007,
595,596,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"44 Heung Yip Road, Hong Kong",2020,HONG KONG ISLAND,HK42/2020(OP),HK42/2020(OP),Industrial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020042GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,812159.0,834840.2000000001,22.24819335,114.16302298,2024-02-28T11:23:23,834840.2000000002,812159.0,
596,597,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"133 Java Road, Hong Kong",2018,HONG KONG ISLAND,HK40/2018(OP),HK40/2018(OP),Apartment /Commercial,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2018040GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,817137.9,838854.3,22.29315455,114.2019725,2024-02-28T11:23:23,838854.2999999998,817137.9000000004,
597,598,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"11 Tin Wing Road, Tin Shui Wai, Yuen Long, New Territories",2019,NEW TERRITORIES,NT22/2019(OP),NT22/2019(OP),School extension,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019022GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,835776.3,818204.6,22.46137572,114.00137422,2024-02-28T11:23:23,818204.5999999996,835776.3000000007,False
598,599,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,183 Wai Yip Street Kowloon,2020,KOWLOON,KN48/2020(OP),KN48/2020(OP),Industrial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020048GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020048EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),Not Applicable,Not Applicable,819146.4,840767.4,22.31128872,114.22054274,2024-02-28T11:23:23,840767.4000000004,819146.4000000004,
599,600,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"1 Kowloon Road, Kowloon",2020,KOWLOON,KN15/2020(OP),KN15/2020(OP),Apartment/Commercialwith residents'recreational facilities,Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020015GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020015EN.pdf,Provisional Assessment Rating: Gold (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020015RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2020015OTTV.pdf,821681.6,834786.4,22.33418839,114.1624929,2024-02-28T11:23:23,834786.4000000004,821681.5999999996,
600,601,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"88 Wing Lok Street, Hong Kong 1.1.3/(8)",2022,HONG KONG ISLAND,HK42/2022/OP,HK42/2022/OP,Commercial,Non-Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022042GFACe.pdf,Not applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022042EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),Not applicable,Not applicable,816398.9,833607.0,22.28648074,114.1510532,2024-02-28T11:23:23,833607.0,816398.9000000004,True
601,602,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"99 Shap Pat Heung Road, Yuen Long, New Territories",2020,NEW TERRITORIES,NT71/2020(OP),NT71/2020(OP),ApartmentResidents' recreationalfacilitiesTransformer roomResidents' recreationalfacilities,Domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020071GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020071GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020071EN.pdf,Provisional Assessment Rating: Gold (as at OP),https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020071RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2020071OTTV.pdf,833170.2000000001,820367.7000000001,22.43786302,114.02241631,2024-02-28T11:23:23,820367.7000000002,833170.1999999993,False
602,603,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"39 King's Road, Hong Kong 1.5.1/(28)",2022,HONG KONG ISLAND,HK 10/2022 (OP),HK 10/2022 (OP),Commercial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022010GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2022010EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),Not Applicable,Not Applicable,816187.4,837883.8,22.28457177,114.19255369,2024-02-28T11:23:23,837883.7999999998,816187.4000000004,True
603,604,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"38 Wing Kei Road, New Territories 3.2.9/(4)",2023,KOWLOON & NEW TERRITORIES,NT13/2023/OP,NT13/2023/OP,Industrial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/NT2023013GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/NT2023013GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/2023/NT2023013EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),Not applicable,Not applicable,824579.4,830280.2000000001,22.36034714,114.11873995,2024-02-28T11:23:23,830280.2000000002,824579.4000000004,True
604,605,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"1 University Road, Clear Water Bay, New Territories",2019,NEW TERRITORIES,NTS4/2019(OP),NTS4/2019(OP),Covered walkway,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NTS2019004GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,821910.0,845227.0,22.33622741,114.26384049,2024-02-28T11:23:23,845227.0,821910.0,
605,606,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"152 Queen’s Road Central, Hong Kong",2020,HONG KONG ISLAND,HK23/2020(OP),HK23/2020(OP),Commercial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020023GFACe.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2020023EN.pdf,Provisional Assessment Rating: Unclassified (as at OP),Not Applicable,Not Applicable,816156.2000000001,833882.0,22.28428947,114.1537214,2024-02-28T11:23:23,833882.0,816156.1999999993,
606,607,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"4 Yuen Long Tai Yuk Road, Yuen Long, New Territories",2019,NEW TERRITORIES,NT39/2019(OP),NT39/2019(OP),Community services building,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/NT2019039GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,833793.3,820307.0,22.44348946,114.02182018,2024-02-28T11:23:23,820307.0,833793.3000000007,
607,608,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"9 Muk Tai Street, Kowloon",2021,KOWLOON,KN20/2021(OP),KN20/2021(OP),"Apartment with residents' recreational facilities, Single family house, Commercial",Composite,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021020GFACe.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021020GR.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021020EN.pdf,Not Applicable,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021020RTTV.pdf,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/KN2021020OTTV.pdf,820913.6,838495.6,22.32725127,114.19849613,2024-02-28T11:23:23,838495.5999999996,820913.5999999996,
608,609,Summary of Gross Floor Area (GFA) Concessions and Related Information of Private Developments,"1 Hennessy Road, Hong Kong",2019,HONG KONG ISLAND,HK7/2019(OP),HK7/2019(OP),Commercial,Non-domestic,https://www.bd.gov.hk/doc/en/resources/codes-and-references/notices-and-reports/GFA/GFA_c/HK2019007GFACe.pdf,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,815468.0,835445.9,22.27807549,114.16889759,2024-02-28T11:23:23,835445.9000000004,815468.0,
